node_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
movie_1325,-0.07817669,0.27685922,-0.10153616,-0.059266593,0.02011157,-0.05447068,0.052209258,0.22252584,-0.108716585,-0.008825743,0.1314765,0.16361721,0.034870844,0.062097024,-0.1856766,-0.02882176,0.03262485,-0.0834928,0.022833398,-0.18251836,0.11826144,0.20185068,-0.07361839,-0.12183951,-0.016326303,0.22308508,0.14038417,0.26930517,-0.21511741,-0.07963896,0.017893557,-0.19449857,-0.100628465,-0.15213573,-0.091467835,0.046430014,-0.060953982,-0.088914186,0.015822344,-0.0827081,0.099687845,0.012488938,-0.10708638,-0.10311923,0.16716345,0.00089970505,0.13345675,-0.0075961333,-0.10826179,-0.05251719,0.20918576,-0.11050539,-0.113837525,-0.02074362,0.26729906,0.0041042105,-0.22509989,-0.07323022,-0.038283072,0.12789503,0.058214016,0.0022687109,0.14343141,-0.08905725
movie_1326,0.038776834,0.29010025,-0.020701462,-0.017592356,-4.6958798e-05,0.07142545,0.20436752,-0.11555779,-0.08818407,0.11280599,0.034045167,0.30055627,0.075895056,-0.1812154,-0.17178267,-0.06393493,-0.10338613,-0.15775505,-0.2671524,0.055363897,0.062242504,-0.18942058,0.061646055,0.020431543,0.011074363,-0.13394101,0.074119024,-0.058278345,-0.2023244,0.23438092,-0.0317463,0.043957084,0.04126694,0.09026767,0.07235512,0.15237162,0.0730966,-0.08014034,-0.1271208,-0.057870388,-0.051261842,0.1699704,-0.18292123,0.20988771,0.08284524,0.02369916,0.09067408,-0.027875684,0.06846724,0.0156586,0.13507697,-0.046244435,0.2131017,-0.081248656,-0.10106956,-0.14681324,-0.05127852,-0.10587269,0.008176009,-0.19772445,-0.032176353,-0.022908667,0.16470294,-0.060188998
movie_1327,0.082140565,0.12333878,-0.19730476,0.15847018,0.106974915,0.17247732,0.0786002,0.14246808,0.14395992,0.00610937,0.15109196,0.036459316,0.032443583,0.034005184,0.2277699,-0.009067037,-0.107192315,-0.21499883,0.10348441,0.037886817,-0.020974554,0.06536974,-0.0074952636,0.096001744,-0.14014134,0.040902216,-0.17338051,-0.063240655,-0.218633,-0.24158794,0.14608836,0.06683742,-0.082222134,0.06606502,-0.15091044,0.026863713,-0.12587382,-0.203418,-0.2068778,-0.023072017,0.042612664,0.051044233,0.027861679,0.09810538,-0.1762629,0.18912172,0.09847973,-0.074234925,-0.1917917,-0.16437128,0.0044894493,-0.06253415,0.19221498,-0.12002869,0.09898733,0.019399555,-0.05470088,-0.28305623,-0.031001223,-0.13849615,0.06797688,0.013881861,0.07935163,0.019530356
movie_1328,-0.20461795,0.2529664,0.08280626,-0.11547013,-0.0049560256,-0.06500177,-0.019405836,0.08188334,-0.14959998,0.20351046,-0.037295163,0.09772812,-0.10289002,-0.12610394,-0.12847356,0.0815985,-0.01616262,-0.19027442,0.21120001,-0.10282707,-0.23753431,-0.017557433,0.026211923,0.020043802,-0.013976231,-0.06740884,-0.054777667,0.14534436,-0.04904958,-0.22110544,-0.1097991,0.11813232,-0.09209391,0.15415713,0.09155242,0.093272544,0.07973816,0.2774323,0.024863435,-0.017259946,-0.052117407,0.108981974,-0.1393447,0.13220462,-0.26175836,-0.090132795,0.14220762,0.03084689,0.09961168,-0.1982081,0.019612372,-0.1129111,0.14142476,-0.15166286,-0.062404122,0.0624496,0.08063095,0.04093489,0.07212194,0.003487686,-0.17377624,-0.1655284,-0.06928957,-0.103877544
movie_1329,-0.050700247,0.13842559,-0.21033585,-0.110901676,0.13974783,0.09867027,-0.13067107,-0.124993175,-0.1556656,0.05877229,-0.008068329,-0.17175494,0.03215164,-0.062104657,0.15638442,0.06972967,0.044242583,-0.24537078,-0.20442216,-0.2554473,-0.07010292,0.21591462,0.0073633646,-0.12878996,0.13751453,-0.12062205,0.09976217,0.14062278,0.23520392,-0.017224131,0.16056223,-0.0611817,0.049350232,0.13822448,0.073240764,-0.11972457,-0.055698067,-0.00077760493,0.06889345,0.20685752,-0.10607986,0.06884237,0.07323307,0.27849194,0.07109773,-0.010059261,-0.13961363,0.04370086,-0.055297527,-0.037575547,0.089173235,0.039340198,-0.06862674,-0.10421606,-0.07641178,0.13163953,0.09904258,0.10155911,0.123064004,0.21690814,-0.1036839,0.06671638,0.12124417,0.01785936
movie_133,0.10175686,0.21193647,0.23553813,-0.121860355,-0.23610446,0.09715325,0.09909998,0.05174782,0.13090578,-0.08642945,0.0635303,-0.15357785,0.11851802,0.120937884,0.019302594,0.0730216,0.19774732,0.045143638,-0.07575072,-0.056253206,0.033705696,-0.17507136,0.08727782,0.067346,-0.12309765,-0.17248486,0.106697105,0.077652834,0.1258168,-0.21277566,-0.22679155,-0.04643929,-0.06921608,0.08341775,-0.1400244,-0.092862666,-0.08090753,-0.07189111,-0.06590433,0.13474791,-0.09038235,-0.19444779,0.31813022,0.0015402632,-0.14838123,0.0789377,0.12933716,-0.018735114,-0.16671294,0.06730173,0.038292896,-0.09036594,0.06305393,0.05849227,0.13313909,-0.08123857,-0.15519594,-0.07655144,0.02476622,0.11933386,-0.072847985,0.13679516,-0.12732215,-0.11703562
movie_1330,-0.11613718,0.1973273,-0.10040885,-0.1927645,-0.11343466,0.032478258,-0.29397354,-0.015295952,0.26477736,0.074795954,-0.077501215,-0.126684,-0.06651018,-0.102539755,0.059168246,0.06255719,0.17897804,0.055800196,0.1473406,-0.15965171,-0.015600068,0.033391096,-0.14886954,-0.19670704,0.0587767,-0.07760228,-0.055566173,-0.0040208343,0.18693133,-0.03056909,-0.03089604,-0.09803179,0.011576651,-0.04511654,0.0961357,0.007896469,-0.026714569,0.1768385,0.08147196,-0.14360951,0.25333655,-0.02609806,0.074183375,0.071123116,0.038361836,0.1173797,0.05155703,-0.20914802,0.082095854,-0.06376365,0.11351435,-0.14916112,-0.22941987,-0.12791887,0.103445366,-0.0976887,0.21576287,-0.22395374,-0.07440298,-0.11009719,-0.12469402,0.056083087,-0.0047198352,-0.0030990732
movie_1331,-0.07593861,-0.12718828,-0.048648942,0.049175385,0.1573566,-0.14922744,0.14611748,0.13873911,0.068618424,-0.09386159,0.17225179,0.0019481138,-0.17273948,-0.008921476,0.11167282,0.1475537,0.103156306,0.19543514,0.21012908,-0.12011456,0.10379874,0.020110896,-0.07054563,-0.08131776,-0.08499244,-0.19346304,0.30735472,0.10049146,-0.026705388,-0.19366561,0.040193092,0.10878099,0.11267866,-0.02261007,0.026840251,-0.0740143,0.11373512,0.024722064,-0.06870913,0.07384568,0.041533936,-0.25724438,0.04698714,-0.029507915,0.079681545,-0.20021372,-0.031229792,0.06752566,-0.027030192,-0.06657808,0.15847524,-0.10415704,0.23612897,-0.03703245,0.23203546,-0.23089577,-0.04305831,0.15693542,0.06024338,0.1213205,-0.033590022,-0.16178638,0.058548976,0.013130107
movie_1332,0.09974046,-0.043891717,-0.16153605,0.009860242,-0.17525455,0.14779101,-0.2240504,-0.04384141,-0.14749922,-0.059776954,-0.12892483,-0.054518703,-0.13476014,0.05176879,-0.17848371,0.02945208,0.077218466,0.233391,-0.21614814,0.059985474,-0.047926657,-0.022462003,0.072525434,0.11160185,0.04435294,-0.16429031,0.068226404,0.19881706,0.28059557,0.07284855,-0.17563872,0.037699766,-0.08662231,0.06342547,0.0032341273,0.13789538,-0.0987387,0.06828621,-0.104054496,-0.054812025,0.08388757,-0.004795642,0.15518114,-0.15895464,-0.10182978,-0.14780997,0.15121709,-0.0079369685,-0.0024321715,-0.06645198,0.102962136,-0.12091843,0.22257406,-0.058827363,0.27339876,-0.121286646,-0.110844195,0.11348796,-0.014453196,-0.11284093,-0.0014589606,0.11406724,-0.11114313,0.17922765
movie_1333,0.07425072,0.19932003,0.15876172,0.033343364,0.03487502,-0.1391645,-0.079127185,0.062973894,0.06339272,0.10337975,0.103946835,-0.011994462,-0.097571254,-0.07787816,0.17714916,-0.227869,0.0036588782,-0.2512896,0.08762423,-0.1355133,0.05956826,-0.04770461,-0.1394906,0.019938877,-0.084756225,0.120357595,0.015128709,0.09201703,0.2474558,0.15699877,0.0032292444,0.13019076,0.22459814,0.02114165,0.19414791,0.047553044,0.070497364,0.16262865,-0.14936708,-0.22499034,0.13382041,-0.14319158,-0.084183596,0.16151923,0.04381937,0.10363035,0.023994174,-0.034726143,-0.09480739,0.02016328,-0.011174276,0.12906371,0.13995062,0.019943126,-0.2422708,-0.16282766,0.099947326,0.13447206,0.06118752,-0.20156147,0.16833366,0.05145516,-0.0030429966,-0.094695136
movie_1334,-0.06136343,0.028236598,-0.12040269,-0.024024237,0.0044305706,0.08080948,0.11229105,0.018531134,0.20117931,-0.13960151,0.09078359,0.16815272,0.020580905,0.1919594,0.10488556,-0.07210308,-0.039138712,0.19657479,-0.13055682,-0.18380493,-0.06754804,-0.094346955,-0.18180174,0.06145722,0.17213129,0.0009255237,-0.025214776,0.2493144,-0.2788302,0.038021754,0.18603979,0.025690153,0.03372971,-0.13870569,-0.08218609,0.16137087,-0.06710734,0.093765184,-0.038980898,0.02874117,0.08807169,0.14850175,-0.024168566,-0.20589714,-0.024524493,-0.119370684,-0.10066797,0.02567666,0.050550036,0.1342158,0.17454174,0.013594048,-0.14019758,0.086006194,-0.20726341,0.07054192,-0.1959301,-0.033494025,-0.12060051,-0.29712492,0.059312467,-0.02126629,0.14833331,0.031105349
movie_1335,0.28778765,0.054928336,-0.17225835,-0.0022463233,-0.15604149,0.10535124,-0.12221761,-0.15122105,0.19311498,-0.061261058,0.12917218,-0.036208816,0.016930612,-0.1902712,0.08518208,-0.15653981,-0.08698904,-0.16255504,-0.12463265,-0.11075204,0.027499437,0.040293947,0.11298978,-0.09314036,0.04728232,0.044248566,0.1166305,0.12532721,0.13035545,-0.031049803,-0.20480214,-0.18154557,-0.1665165,0.13230301,-0.16538063,0.05827005,-0.15768667,0.05287383,-0.14546579,0.20059294,0.07914684,0.027588107,-0.112056985,-0.079177804,-0.032055873,-0.10415104,0.085814215,-0.12551747,0.16058993,-0.010642866,-0.08327825,0.1264179,-0.056277107,0.05871077,-0.24036147,-0.2533727,-0.16597399,-0.08363095,0.029386034,0.105944686,-0.12419693,-0.016210588,0.07350215,-0.030932227
movie_1336,0.011354144,0.011300497,0.21028273,0.053658206,0.18988936,0.15587644,-0.10781278,-0.13462238,-0.11778399,0.0809328,0.09805877,-0.13372584,-0.03156319,-0.21563151,-0.10384249,-0.16984822,-0.18618,0.15291646,0.022119738,0.117382415,0.09207633,-0.009410996,0.081903026,-0.1712386,-0.10353593,0.04063384,-0.07687717,-0.017009104,0.15152478,-0.09188918,-0.065067954,-0.0641837,-0.033572793,-0.07827882,0.24572709,0.14664137,-0.14519006,0.27844873,-0.07562318,-0.16057627,0.14254998,-0.17511685,-0.1437704,-0.008083818,-0.033283904,0.07254311,0.10243418,0.078813344,0.046094667,-0.13799429,-0.073141985,-0.07434334,-0.13558412,0.23013291,-0.24673474,0.016601779,0.086004145,0.015818683,0.09888191,0.07118015,-0.038092367,0.09289738,0.20085922,-0.027314475
movie_1337,0.09336093,0.19464055,0.21375996,-0.052064594,-0.06074292,-0.16937257,0.11370151,0.11805987,0.023032304,0.08169102,-0.12707597,0.031311378,-0.14839855,0.17927715,-0.118269645,-0.15850052,0.050553717,0.2341836,-0.07292126,0.2500881,0.14203383,-0.15114927,0.08014405,-0.09506129,-0.06949843,-0.099033445,-0.044042986,0.021158122,-0.07707193,0.010007202,-0.160971,0.13256322,0.009631899,-0.056140304,0.098805785,-0.017434595,-0.032624662,-0.034033917,-0.02061786,0.024169836,-0.13350084,-0.054941442,-0.083624646,-0.033011958,0.06739729,-0.06729137,0.13767698,0.100441806,0.13647908,-0.2412027,0.18498433,-0.18429099,-0.07935556,0.2888098,-0.14594978,0.19600447,0.1251174,0.11814788,0.09103153,-0.15374856,-0.13569117,0.026494669,-0.1371206,-0.020178298
movie_1338,-0.072653465,-0.07467407,0.12499311,-0.03399216,-0.09176514,0.12309866,-0.10120918,-0.035049245,-0.19688241,-0.075397134,-0.13025038,-0.064481795,-0.06687343,0.10613981,-0.25017703,0.016119916,0.16729268,-0.23716004,0.14485402,-0.07441102,-0.0049393987,-0.11580485,-0.016754871,0.042491324,-0.034645963,-0.002654134,-0.007942196,-0.1773573,0.0015073139,0.13877085,0.026255066,-0.07291602,-0.04627919,0.02031133,0.03452081,0.17451975,0.19661632,-0.15324484,-0.06490528,-0.09462208,0.11819426,0.011369189,0.3177484,0.047319498,0.054536674,0.24489215,0.010846428,0.12836738,-0.097860925,-0.10214797,-0.14836453,0.04827523,0.2535469,-0.20582922,0.030047229,0.17674157,0.16994084,-0.14172041,-0.021766104,-0.18144238,-0.024734417,0.051504463,-0.12929323,-0.13060345
movie_1339,0.13153207,0.04613522,0.054959662,0.067192316,0.10829499,-0.12903179,-0.15348844,0.10187289,0.26858953,0.09388943,0.019276991,0.11509996,-0.05074059,0.09181179,0.14562885,0.20916235,0.05220047,-0.15313892,0.0625974,-0.017414955,-0.13559522,0.107542165,-0.089360714,-0.13318235,0.14564925,0.05425013,-0.06800518,0.24393618,0.11294242,0.18043903,-0.20094144,0.009748825,-0.06750665,0.11015688,-0.047630344,-0.18720165,-0.14944728,-0.16719021,-0.042039122,0.1240854,0.042434223,0.039403476,-0.08445436,0.013191855,-0.09190705,0.17099461,-0.05216086,-0.0797137,0.010461126,-0.07374086,0.13164055,0.025211878,-0.16112904,0.14914395,-0.14297596,0.23215063,0.22596155,-0.02394029,0.030723546,-0.1634828,-0.24880867,-0.053485952,0.08627314,-0.059972525
movie_134,0.12674086,0.15216345,0.11543299,0.18259515,-0.15127322,-0.01409534,0.055847168,0.056956645,0.08799592,-0.067363575,-0.036658056,0.081304744,0.13216318,0.2845503,0.01075962,0.06676244,0.31098703,-0.11833308,0.072831996,0.056573644,-0.018044513,-0.2260568,0.043672245,0.11231139,0.08161035,-0.17946655,0.3127165,0.046655413,0.058738615,-0.16748582,0.06618355,-0.15028065,0.04788824,0.08066067,-0.034257222,-0.0033236488,-0.16384736,0.072388396,0.07808731,0.08103694,-0.020466628,-0.075614475,-0.13406861,-0.13500614,0.12365186,-0.022395803,-0.10439135,0.10065405,0.20249136,0.09692847,-0.12772992,-0.161178,-0.14156184,0.16410336,-0.14176382,-0.076071,-0.0007890987,-0.09457528,-0.112559296,0.0038568361,0.0767172,0.14641175,-0.034722652,-0.1713514
movie_1340,-0.020521583,-0.0155305015,-0.102208994,-0.038090557,0.06516529,0.08527402,0.08602176,0.1757653,0.19080362,0.078403614,0.093556084,0.07922444,-0.14348823,-0.12934902,-0.0999986,-0.11270466,0.09328214,0.021106262,-0.12098495,0.24406041,-0.049277775,0.0035674034,-0.13715006,-0.09513901,-0.08252198,0.15158579,-0.025003728,-0.17686963,0.22646728,0.028791541,-0.06752707,0.10320923,0.007399895,-0.04652682,0.14353323,-0.01262572,0.10179436,-0.067450404,-0.13944727,-0.0775769,-0.024375413,0.15679225,0.00971587,0.16046004,-0.20005535,0.009182703,0.26199085,0.02523376,0.09115143,-0.10123441,0.07427659,-0.2718659,-0.19012412,-0.13293245,0.1835098,0.24625193,0.11575561,0.028960686,-0.15984735,0.11514928,-0.16168778,0.0694602,0.08420825,-0.12791641
movie_1341,-0.056245208,0.12727252,0.1640388,0.047769587,-0.055216007,-0.05968542,-0.16119474,-0.11531593,0.07539968,0.052886475,0.17842133,0.10312641,-0.08208261,-0.12915856,0.15963458,-0.17694515,-0.093980715,-0.2160362,0.1649752,0.20276277,-0.13752918,-0.0021290812,0.016309792,0.028439295,-0.045257036,0.05835762,0.08591579,-0.21554297,0.3114172,-0.14487877,0.008515323,-0.025235984,-0.00981653,-0.050220244,0.019852707,0.19633804,-0.052175805,-0.00878493,0.025822101,0.16165487,-0.0489497,0.06668022,0.13191625,-0.023763333,0.0013148348,-0.17912233,0.17334262,0.01617053,0.092541255,0.08805707,-0.15234204,0.08555452,-0.08720564,0.1986565,0.07603729,0.12041883,0.08132195,-0.2519696,-0.12017907,-0.106609315,-0.21417838,0.16647352,-0.043597218,-0.09290582
movie_1342,0.058026996,-0.06690707,0.13471512,0.0054854965,0.14896493,0.006780511,0.036146846,-0.04777013,0.093806356,0.1206439,0.16553648,-0.055015706,-0.07386776,0.15065776,-0.22436443,0.054502346,-0.007949186,-0.10254239,0.117293715,-0.17462838,0.14744265,0.20465241,0.013319118,0.14851686,0.12230316,0.16010182,0.064696655,0.21011037,-0.2459499,0.16657549,-0.11603748,-0.04460053,-0.020774035,0.09219723,-0.07559032,0.1641129,-0.1181168,0.03201018,-0.06191337,-0.20212337,-0.11963659,0.084183134,0.065278076,-0.101368055,0.1474297,0.2789402,-0.06068805,-0.20226015,0.028642902,0.06328555,0.18867512,0.16845554,-0.16360931,0.119102426,0.106473446,-0.116689384,-0.049478,0.17089385,0.050442737,0.119841345,0.031160755,-0.032099295,-0.0896666,-0.070570536
movie_1343,-0.04044499,0.008896803,-0.067115165,-0.19416498,-0.08736677,-0.025645616,0.11104266,-0.08798716,-0.12382878,-0.011320222,0.114217825,-0.022838868,0.083721824,-0.045115672,-0.08109439,-0.097792365,0.13404319,-0.20708498,-0.26635912,0.18383285,0.07312048,0.12137903,-0.108867936,0.06805649,-0.10553944,-0.120587535,0.018068165,-0.10965635,0.06042646,-0.029666018,-0.097822905,-0.033251893,-0.037140436,-0.07639965,-0.043570008,0.18103956,0.029163994,0.19717093,0.008788677,0.12655953,-0.031838436,0.09851599,0.042701174,0.1688379,-0.10590367,0.2277669,0.027722482,0.09959053,-0.02439957,0.2114787,0.17070478,0.11863337,0.283193,-0.06863442,-0.09450157,0.09893613,0.22876887,0.13196634,0.08579693,-0.16992515,0.21175677,0.22069725,0.10798102,0.047067307
movie_1344,-0.05745931,-0.07644692,0.00762628,-0.0062932624,-0.009409862,0.10129428,0.12684548,-0.06230395,-0.11759961,-0.09905828,-0.10746923,0.013704579,-0.121919006,-0.05073072,0.22132725,-0.08837255,0.00614949,0.2169775,0.085019775,-0.032412652,-0.005845445,0.075716086,-0.051167138,-0.012390392,-0.100464836,-0.053706802,-0.031000623,-0.016007917,0.00857757,0.1466791,0.057473578,-0.30257517,0.16069344,0.035322662,-0.031752266,0.22121486,-0.057726935,-0.09742432,0.079414316,0.021973066,0.050501652,0.19490752,-0.18300311,-0.1961655,-0.18459055,-0.16510288,0.017854324,0.0055146,0.047457073,-0.14587511,0.08315028,0.2108189,-0.21376634,0.07908671,-0.052868072,0.17898592,-0.25056747,-0.07257211,-0.24510494,0.110013336,0.0038010876,0.25401857,0.08300987,-0.109989144
movie_1345,-0.1649525,0.21984804,0.118006244,-0.048271075,0.07932764,-0.08125529,0.03276051,0.1545247,-0.041056644,0.011396366,-0.10861107,0.054855697,0.039307788,0.06540325,0.015668355,-0.18831827,-0.015127074,-0.070347436,-0.19971432,0.14489724,-0.01968532,-0.061894912,0.17553064,-0.082880005,0.023706542,-0.06307525,0.25460657,0.26572886,0.08864447,-0.09427751,-0.111119114,0.07280297,-0.14193273,0.13586561,-0.017734952,0.17394857,0.019743491,-0.1661362,-0.12880744,-0.16472948,-0.03259646,0.22376719,-0.033350654,0.14982331,0.18534432,-0.15856063,0.16602156,-0.035667393,0.021229958,0.032916587,-0.023906082,-0.083287835,-0.20540977,-0.012934062,0.20484403,-0.06455297,-0.2419143,-0.10404172,0.0966387,-0.17172872,-0.03859863,0.11642853,0.071683705,-0.008030568
movie_1346,0.1943538,0.20804967,-0.12475497,0.22248068,-0.18146548,-0.09646146,-0.06318254,0.14598133,0.19298372,-0.13859765,0.07021244,-0.116718836,0.092953816,-0.0798159,-0.1742911,-0.0951044,-0.08972574,0.15783451,-0.17917456,-0.086379625,0.113360025,-0.1847533,0.06917251,0.027315909,0.01550685,-0.13036309,0.07170782,-0.21584933,0.19841719,-0.16941077,0.0073535414,-0.07391873,-0.058001094,0.13070814,-0.020784166,-0.07310319,0.10676871,0.14143707,-0.024752023,-0.11833007,0.10175743,0.17575648,-0.020920733,0.11553718,-0.16295137,-0.1052436,0.04078547,-0.16236223,-0.07046877,0.15547629,0.112995386,0.12860769,0.23445731,0.16745332,0.014296568,-0.1015653,-0.06074689,-0.13190152,-0.10946499,-0.037307903,-0.008785922,0.0073475945,0.09834953,-0.011571089
movie_1347,0.078095295,0.030309217,0.16017585,-0.1552489,-0.09762443,0.027433151,-0.12747766,-0.057586223,-0.10033467,0.14683178,0.14181663,-0.014548641,-0.058018934,-0.06423442,-0.028479695,0.11153382,-0.0090774475,0.04135677,0.14543352,-0.1092547,0.077358656,0.10463017,0.16081949,0.15094233,-0.14216803,-0.14441957,-0.08616806,-0.21646774,-0.20191598,-0.004053119,0.072647996,-0.11901365,0.022801258,0.1689918,0.1890112,0.13806875,0.13070224,-0.18620953,-0.006616804,0.12042299,0.13080293,-0.043940376,0.25551656,0.17379202,-0.14406866,0.14128003,0.1467168,-0.10514142,0.15410894,-0.05521638,0.002791087,-0.113371894,0.045192458,0.2276788,-0.03485337,0.15077353,-0.21295609,-0.19399758,-0.031465936,-0.17367005,0.07830626,-0.010653602,-0.086577594,0.03576843
movie_1348,0.07403296,0.0684202,-0.10310069,0.1469326,0.17437422,-0.087545104,0.06143358,-0.15112033,0.2686147,-0.17082687,-0.1917179,0.024850316,-0.056167517,0.16474028,0.17710346,0.08778098,0.021997076,-0.24709305,-0.16429229,-0.06948893,-0.041922238,-0.17771865,-0.14076827,0.02627993,0.045657314,-0.026335815,0.03244204,-0.15306449,-0.14330919,0.20600891,0.10309908,0.10772379,-0.081302665,0.030888507,0.13480216,-0.17508008,-0.00048736657,0.14015682,-0.020286381,-0.19395572,-0.1122232,0.054556407,-0.09184774,0.24174203,-0.13204336,-0.08791301,-0.07899521,-0.109785356,-0.15623459,-0.015536185,-0.081319496,0.053766835,-0.11143344,-0.12750532,-0.12297007,-0.11294262,-0.22932668,-0.10537146,-0.115076214,-0.12644534,0.0053417794,-0.03540735,0.002653234,-0.017253228
movie_1349,0.031770866,0.06910936,0.08343799,-0.15388311,-0.041069575,-0.032420523,-0.09395908,0.14637609,0.24915113,0.07295818,-0.045681346,-0.017046776,0.015973374,-0.20893174,0.23319499,0.20656887,0.084931746,-0.10798959,-0.1578698,-0.20963518,0.17691877,0.08105437,0.06694913,-0.09365799,-0.07573369,-0.13410039,0.042172644,-0.067909345,0.25878674,0.039920874,-0.023632603,0.034658067,0.15218264,-0.08453222,0.019364944,0.16566843,0.062090807,0.16921759,0.11018186,0.15966634,-0.001872324,0.15559389,0.14229223,0.024157228,0.09883727,-0.20902355,-0.22641115,-0.086431764,-0.14758188,0.22808391,0.023511,0.17370737,-0.06780858,0.10621451,0.03568138,-0.19841973,0.010629006,0.09057115,0.035458274,0.09860519,-0.02218079,0.017505415,0.046074163,-0.10857511
movie_135,0.12241791,0.07623848,0.14049302,0.22397396,-0.3247024,0.10666793,-0.005342469,0.046000633,0.103649005,0.22665629,-0.18532231,0.08129206,-0.10505251,0.039557476,-0.10747635,0.022363266,0.216372,-0.122244075,-0.19228412,0.070888326,-0.024569057,0.16872434,0.24407889,-0.077965036,-0.07650622,-0.07949923,-0.034558285,-0.077318475,-0.06452644,-0.26638064,-0.07212342,-0.057895187,0.06368483,-0.0064580305,0.15655524,0.06831176,-0.16262697,0.1905188,-0.11543934,-0.06207908,-0.16132636,0.1474684,0.083468035,0.03590146,-0.18922773,0.10740983,0.033642817,0.061132815,0.04172159,0.08873347,0.07966485,-0.11438072,0.14377593,0.06988814,-0.053023722,-0.028845204,0.0975538,-0.05213323,-0.114533804,-0.0009481734,0.22568336,-0.0009963932,-0.07159394,0.00464615
movie_1350,-0.10684146,0.050997723,0.040546462,-0.07454883,-0.013553133,0.0045176647,0.0620085,-0.0038495613,0.231818,0.023501337,0.13119555,-0.097070836,0.049913246,-0.12565327,-0.26014093,-0.17171578,0.111766934,-0.18023515,-0.07501386,0.28707507,0.0032430266,0.0912022,-0.033071764,0.04607929,-0.046039693,-0.04466989,-0.03088636,0.15419659,0.10729183,-0.030859035,0.0923812,-0.1279804,0.16220948,0.21949846,-0.053412408,0.174747,-0.018205773,0.12238802,-0.06991806,-0.076535344,-0.04673192,-0.055450074,-0.053922217,0.1625845,-0.07028683,-0.17836574,0.18101962,0.11431647,0.027760863,0.037977677,-0.028424134,0.026811613,-0.19838795,0.19487861,0.23781544,0.26851463,0.19582424,-0.025968539,-0.07271495,0.17842188,0.1150703,-0.027211782,0.08568283,-0.09613525
movie_1351,0.14818248,0.017161798,0.034696672,0.024256079,-0.10943662,-0.09944425,-0.10642476,0.103981964,-0.10956862,-0.10749513,-0.0959687,0.0014054867,0.0011356885,-0.03612607,-0.22273368,0.13609606,0.04317989,-0.10781608,-0.15873718,-0.1980379,-0.04471401,0.084804416,-0.07653443,0.03960647,0.023787262,-0.11247546,0.107700735,0.14888564,-0.00912358,0.038604558,-0.20082767,-0.022417745,0.23676626,-0.1643309,-0.1573132,0.09296029,0.0027314776,0.23156929,-0.17224221,0.035739217,-0.07707308,-0.11587048,-0.028733937,-0.24157631,0.1645574,-0.1557683,-0.22860557,-0.14872578,0.09198481,0.1570139,-0.09354756,0.10685064,-0.20511915,0.19909495,0.0026134881,-0.16516244,0.18682182,-0.017347015,0.03203221,-0.01782153,-0.15124804,0.05186155,0.04632113,-0.11825941
movie_1352,0.08980348,-0.0407356,0.16555615,-0.023983888,-0.06868725,0.19726282,-0.19803964,0.0030121931,0.15078549,0.037546385,-0.16422458,-0.019715238,0.14466776,0.16761434,-0.1349335,0.13790096,-0.20504543,0.006650403,0.23290789,-0.14967236,-0.04238064,-0.084980056,0.04501029,0.014724978,-0.116217956,-0.16047217,-0.058654346,0.08056694,0.14695968,0.20430577,0.010216121,0.057832792,0.13112116,0.1971215,0.062377233,-0.029201996,0.099164695,0.17914091,-0.13206956,0.18975452,-0.01633357,-0.020082664,0.031166939,-0.2249866,0.1173342,-0.10899766,0.157359,-0.1764238,0.015227646,-0.09752737,0.093057804,-0.0712103,-0.07573689,-0.04249603,0.2665604,0.11198936,0.16600814,0.0016465358,0.08321942,-0.008753292,-0.18718965,-0.019459553,-0.13212755,0.060775463
movie_1353,-0.032636855,0.036132637,-0.14352554,0.16816698,0.09119659,0.12744294,0.17117944,-0.21824645,0.027399262,-0.1006247,-0.047120918,0.053228334,-0.0007793895,0.08733084,-0.058246836,0.018069642,0.008276106,0.18939728,-0.19113673,-0.08097397,0.06712637,-0.21600433,0.014863086,0.08887409,-0.007894347,-0.1598137,-0.008962442,-0.15931,-0.21852306,-0.19314176,-0.06982621,-0.23626864,-0.09024063,-0.031870916,-0.009085017,-0.19912398,-0.1764022,0.14898776,0.05087201,-0.008295061,0.0033192104,0.04954504,0.046926763,-0.016917828,-0.2459103,-0.028889447,-0.22687061,-0.20292065,-0.013683853,-0.1513356,0.05957167,0.058881924,0.12602535,0.06632473,0.10861568,0.17088614,0.006039167,-0.080037236,0.16139627,-0.10775254,-0.23028886,-0.16357182,0.076145545,-0.0019616575
